"sample_id","code","target_date","period","true_price","price_day_ahead_0.05","price_day_ahead_0.5","price_day_ahead_0.95"
"DEMO_UNIT_2026-02-05","DEMO_UNIT","2026-02-05","26","315.0","267.113483657486","303.6343710405411","375.1561757430648"
"DEMO_UNIT_2026-02-05","DEMO_UNIT","2026-02-05","27","312.5","264.60326659253286","308.56549573054235","402.6662025395838"
"DEMO_UNIT_2026-02-05","DEMO_UNIT","2026-02-05","28","295.0","157.37728046169852","286.09699053358213","338.0092364156159"
"DEMO_UNIT_2026-02-05","DEMO_UNIT","2026-02-05","29","295.0","222.97052878329225","294.71233443890003","352.67185816520816"
"DEMO_UNIT_2026-02-05","DEMO_UNIT","2026-02-05","30","300.0","218.71347337383634","303.4374113395645","356.83530323107357"
"DEMO_UNIT_2026-02-05","DEMO_UNIT","2026-02-05","31","302.507","259.25499531796595","306.0038633716488","363.9748296834088"
"DEMO_UNIT_2026-02-05","DEMO_UNIT","2026-02-05","32","307.55","256.438645512115","308.471940194724","353.2394720870518"
"DEMO_UNIT_2026-02-05","DEMO_UNIT","2026-02-05","33","310.0","265.6475866643315","310.5744844939228","361.3901629118601"
"DEMO_UNIT_2026-02-05","DEMO_UNIT","2026-02-05","34","312.5","267.49670677635754","312.372903909721","387.723558136412"
"DEMO_UNIT_2026-02-05","DEMO_UNIT","2026-02-05","35","312.5","266.84690904137307","317.9077672761652","358.7088105927968"
"DEMO_UNIT_2026-02-05","DEMO_UNIT","2026-02-05","36","310.0","255.56012691714153","311.07699681781816","418.28973068560254"
"DEMO_UNIT_2026-02-05","DEMO_UNIT","2026-02-05","37","317.5","256.02063666215645","315.4900945699509","502.9306584798163"
"DEMO_UNIT_2026-02-05","DEMO_UNIT","2026-02-05","38","320.009","251.491394553486","307.4346677493325","423.81872803841577"
"DEMO_UNIT_2026-02-05","DEMO_UNIT","2026-02-05","39","320.0","248.2601292767607","309.15275959843905","372.33320402456314"
"DEMO_UNIT_2026-02-05","DEMO_UNIT","2026-02-05","40","320.02","256.78549746424545","311.89768960318946","350.09179962628514"
"DEMO_UNIT_2026-02-05","DEMO_UNIT","2026-02-05","41","321.351","261.83876639276497","311.0059275154439","349.3275972121176"
"DEMO_UNIT_2026-02-05","DEMO_UNIT","2026-02-05","42","329.996","260.1844671437016","314.6016648696806","358.5843695139803"
"DEMO_UNIT_2026-02-05","DEMO_UNIT","2026-02-05","43","325.652","259.23614110349325","316.437646648287","384.5642218260042"
"DEMO_UNIT_2026-02-05","DEMO_UNIT","2026-02-05","44","324.741","257.22017402234724","314.58881998505","373.74473982703915"
"DEMO_UNIT_2026-02-05","DEMO_UNIT","2026-02-05","45","335.0","251.70383350882045","313.9121709035434","346.48936973925635"
"DEMO_UNIT_2026-02-05","DEMO_UNIT","2026-02-05","46","346.703","256.1563177375509","315.9045149521116","358.42726445085225"
"DEMO_UNIT_2026-02-05","DEMO_UNIT","2026-02-05","47","349.836","263.90778390339636","320.14713010930257","427.5492952403556"
"DEMO_UNIT_2026-02-05","DEMO_UNIT","2026-02-05","48","319.788","271.1708062590328","318.525646995037","354.52079082096196"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","1","305.038","293.3376313775768","316.60478338404795","320.7511306520216"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","2","297.526","275.6432326151936","316.64854207933314","370.14505334267767"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","3","297.561","256.14317111426413","313.5902322490524","348.2578488609984"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","4","300.0","255.39711614093366","312.4894003399564","349.3387806412116"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","5","299.999","261.0412504207716","313.0848042486113","340.72096519340585"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","6","297.531","268.52090598209094","314.4463474515001","337.3675314390343"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","7","295.0","266.9061349268234","309.00292075484106","331.74496272583644"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","8","292.3","262.5237782932183","307.8851205576749","340.1774977442962"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","9","290.0","283.899459765685","312.5682164684704","344.2957047779625"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","10","287.5","248.79784253956018","299.7042613836046","340.4829006951777"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","11","287.5","259.75979108944364","299.5324271290415","332.8994950866586"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","12","287.5","265.39688441954115","302.3548348581596","329.8385869661401"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","13","287.5","260.9535712347967","307.7324255968719","331.35442689377084"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","14","282.5","263.5214608895371","310.7161244437239","367.21109776626713"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","15","287.5","261.547884193625","310.5734977245218","367.55769696746336"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","16","302.56","272.14343983475055","323.72837695631097","407.66053483499144"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","17","313.439","268.9124826370366","321.92488782572576","536.7529614015805"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","18","310.0","239.76927082485903","298.2752162187732","571.555628036542"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","19","310.0","247.84940984832053","304.24330791085924","625.0978495997967"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","20","311.614","242.10280620831458","305.1548733279016","475.4503216282691"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","21","315.003","242.74263968740553","303.8214969513816","465.4520541729146"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","22","315.0","254.07472435411475","311.1810304712509","511.3575624227637"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","23","314.026","149.77691529175326","302.95219795747295","417.8866076644195"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","24","328.116","263.83518758577725","318.2984118104096","415.23401788739125"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","25","314.116","271.0274238217934","309.00353960783326","395.4340831920057"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","26","314.138","279.9502798323389","316.471167215394","387.9929719179177"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","27","318.772","272.7490214699062","316.7112506079157","410.81195741695717"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","28","311.566","162.2820511386703","291.0017612105539","342.91400709258767"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","29","309.049","225.005018529148","296.7468241847558","354.7063479110639"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","30","309.24","217.2215423323455","301.9454802980737","355.34337218958274"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","31","310.595","251.4827586024133","298.2316266560961","356.20259296785616"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","32","313.926","257.57959559948273","309.61289028209177","354.38042217441955"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","33","318.899","264.3778647062047","309.304762535796","360.1204409537333"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","34","320.746","255.61405830758298","300.49025544094644","375.84090966763745"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","35","314.559","255.55835832913527","306.6192165639274","347.420259880559"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","36","310.123","248.11455251628882","303.63142241696545","410.84415628474983"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","37","310.123","250.15937700954396","309.6288349173384","497.0693988272038"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","38","312.637","240.94983437130676","296.89310756715327","413.2771678562365"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","39","312.684","240.43643347115287","301.3290637928312","364.5095082189553"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","40","310.0","249.24122957544552","304.3534217143895","342.5475317374852"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","41","310.254","259.96644900293495","309.13361012561387","347.4552798222876"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","42","308.512","260.59290755312173","315.0101052791007","358.9928099234004"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","43","306.348","260.14169242701064","317.3431979718044","385.4697731495216"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","44","306.201","257.5236588880669","314.8923048507697","374.0482246927588"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","45","304.303","251.69436099543614","313.9026983901591","346.47989722587204"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","46","311.387","256.7113322800703","316.45952949463094","358.98227899337166"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","47","311.72","262.3963097225367","318.63565592844293","426.03782105949597"
"DEMO_UNIT_2026-02-06","DEMO_UNIT","2026-02-06","48","300.408","267.23653488006795","314.5913756160721","350.5865194419971"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","1","293.513","277.2973587259696","300.56451073244074","304.71085800041436"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","2","302.509","256.62429749031514","297.6296069544547","351.1261182177992"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","3","302.527","239.28449382085438","296.73155495564265","331.39917156758867"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","4","307.5","238.75787071650316","295.8501549155259","332.6995352167811"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","5","310.563","243.25352189834726","295.297075726187","322.93323667098156"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","6","310.0","249.34800187051923","295.2734433399284","318.19462732746257"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","7","306.0","247.86429935862535","289.961085186643","312.7031271576384"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","8","305.0","243.65752453132862","289.0188667957852","321.3112439824065"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","9","305.0","263.2128147042465","291.8815714070319","323.60905971652403"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","10","300.0","231.119156597352","282.0255754413964","322.80421475296953"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","11","300.0","240.6138034519535","280.38643949155136","313.7535074491685"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","12","300.0","247.24892930298046","284.2068797415989","311.6906318495794"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","13","300.0","238.28692874206365","285.06578310413886","308.6877844010378"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","14","300.0","242.77473780256543","289.96940135675226","346.4643746792955"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","15","302.5","242.54314371591732","291.56875724681413","348.5529564897557"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","16","312.465","254.36360640963252","305.94854353119297","389.88070140987344"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","17","325.495","252.1891610548601","305.2015662435493","520.029639819404"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","18","314.964","227.16122114276024","285.6671665366744","558.9475783544433"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","19","324.348","216.54494640132555","272.93884446386426","593.7933861528018"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","20","322.871","197.33053641540494","260.382603534992","430.6780518353595"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","21","319.822","194.85426011741524","255.93311738139133","417.5636746029243"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","22","318.99","187.18176444206352","244.28807055919967","444.46460251071244"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","23","312.969","73.49259579081343","226.66787845653312","341.60228816347967"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","24","320.361","202.57964752630082","257.0428717509332","353.97847782791484"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","25","307.5","201.9307531785523","239.9068689645922","326.33741254876463"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","26","303.803","208.89505562602687","245.41594300908204","316.93774771160577"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","27","296.961","191.9406841903006","235.9029133283101","330.00362013735156"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","28","280.0","90.66028533431728","219.3799954062009","271.2922412882346"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","29","280.0","145.8475427858226","217.5893484414304","275.5488721677385"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","30","287.5","133.7403020373288","218.46424000305697","271.86213189456606"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","31","290.0","197.0486871436115","243.79755519729432","301.7685215090544"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","32","290.0","205.0838876766581","257.11718235926713","301.8847142515949"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","33","294.0","223.690940741509","268.61783857110026","319.43351698903757"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","34","302.504","218.75615313063696","263.6323502640004","338.9830044906914"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","35","307.5","239.66653593323605","290.7273941680282","331.5284374846598"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","36","310.0","231.02304629994427","286.5399162006209","393.7526500684053"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","37","309.212","236.56234109423679","296.0317990020312","483.47236291189665"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","38","310.0","223.99496207540264","279.93823527124914","396.32229556033235"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","39","311.845","226.52790434549908","287.42053466717744","350.60097909330153"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","40","310.693","234.84333942780756","289.9555315667516","328.14964158984725"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","41","312.217","245.77476362997936","294.9419247526583","333.263594449332"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","42","312.214","245.2763868449205","299.6935845708995","343.6762892151992"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","43","310.0","248.6381020643393","305.83960760913305","373.96618278685025"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","44","307.5","245.37787180232266","302.74651776502543","361.9024376070146"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","45","308.5","232.5700656082311","294.77840300295406","327.355601838667"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","46","317.5","238.53116662897477","298.2793638435354","340.80211334227613"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","47","322.394","249.27175998097766","305.51110618688386","412.9132713179369"
"DEMO_UNIT_2026-02-07","DEMO_UNIT","2026-02-07","48","317.506","258.0613291070686","305.4161698430728","341.41131366899776"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","1","307.5","282.0949992532526","305.3621512597237","309.5084985276973"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","2","317.5","266.5678565120201","307.57316597615966","361.06967723950424"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","3","312.5","222.64452592089805","280.0915870556863","314.75920366763233"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","4","305.0","205.7210780510878","262.8133622501105","299.66274255136574"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","5","297.54","212.5160054681497","264.55955929598946","292.195720240784"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","6","290.0","243.72656504783754","289.6520065172467","312.5731905047809"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","7","292.794","229.75664307957888","271.85342890759654","294.5954708785919"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","8","300.0","217.4840799256351","262.84542219009165","295.13779937671296"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","9","295.0","171.283796640168","199.9525533429534","231.6800416524455"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","10","290.0","199.10676891324988","250.01318775729428","290.7918270688674"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","11","290.0","212.13404921597822","251.9066852555761","285.27375321319323"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","12","295.0","221.83539846792314","258.7933489065416","286.2771010145221"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","13","300.0","207.22085877786878","253.999713139944","277.6217144368429"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","14","310.2","207.17154928618766","254.3662128403745","310.86118616291776"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","15","320.0","223.7942597650898","272.8198732959866","329.80407253892815"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","16","320.0","149.05678821393735","200.6417253354978","284.57388321417824"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","17","320.1","55.83280855469704","108.8452137433862","323.6732873192409"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","18","292.888","-10.351145468469248","48.15479992544493","321.43521174321376"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","19","5.586","-60.10794001900817","-3.714041956469449","317.1404997324681"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","20","-200.0","-88.03734271482516","-24.98527559523811","145.3101727051294"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","21","-200.0","-97.02119473992609","-35.94233747595","125.688219745583"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","22","-200.0","13.106986838273237","70.21329295540937","270.3898249069222"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","23","-200.0","-81.89457277270093","71.28070989301877","186.2151195999653"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","24","-200.0","93.3812679054355","147.8444921300679","244.78009820704952"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","25","-200.0","-36.41283503928666","1.5632807467532417","87.99382433092568"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","26","-200.0","-10.466094622112383","26.05479276094277","97.57659746346648"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","27","-200.0","-46.03990332151116","-2.0776741835016863","92.0230326255398"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","28","-200.0","-192.43058451632803","-63.71087444444441","-11.79862856241067"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","29","-200.0","-130.21419594060055","-58.47239028499278","-0.5128665586846637"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","30","-200.0","-134.5625838086815","-49.83864584295333","3.5592460485557424"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","31","-200.0","-47.83601975401952","-1.087151700336694","56.88381461142335"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","32","-200.0","-67.60844346688035","-15.5751487842713","29.192383108056497"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","33","219.304","-6.098880115546066","38.82801771404521","89.64369613198252"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","34","307.738","184.50014589172233","229.3763430250858","304.7269972517768"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","35","310.0","112.6740792423604","163.73493747715253","204.53598079378415"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","36","317.5","207.343080850685","262.8599507513616","370.072684619146"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","37","315.0","223.0725452264465","282.54200313424093","469.9825670441063"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","38","315.0","202.07469899092595","258.01797218677245","374.40203247585566"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","39","320.0","211.29788531140045","272.1905156330788","335.3709600592029"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","40","320.0","223.71568993597776","278.8278820749218","317.02199209801745"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","41","315.0","239.57423639903828","288.7413975217172","327.0630672183909"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","42","312.5","240.4930569176474","294.9102546436264","338.8929592879261"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","43","310.0","245.08810460312856","302.2896101479223","370.4161853256395"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","44","305.0","241.47375176171818","298.84239772442095","357.9983175664101"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","45","305.0","226.24645712072814","288.4547945154511","321.03199335116403"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","46","310.0","234.03653337210537","293.784730586666","336.3074800854067"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","47","317.5","244.62424461338588","300.8635908192921","408.2657559503451"
"DEMO_UNIT_2026-02-08","DEMO_UNIT","2026-02-08","48","315.0","258.5697300945626","305.9245708305668","341.91971465649175"
"DEMO_UNIT_2026-02-09","DEMO_UNIT","2026-02-09","1","317.5","287.816868931056","311.0840209375271","315.2303682055007"
"DEMO_UNIT_2026-02-09","DEMO_UNIT","2026-02-09","2","332.0","263.6899034218733","304.6952128860128","358.19172414935736"
"DEMO_UNIT_2026-02-09","DEMO_UNIT","2026-02-09","3","315.0","239.57988898910833","297.0269501238966","331.6945667358426"
"DEMO_UNIT_2026-02-09","DEMO_UNIT","2026-02-09","4","307.6","227.95750888752175","285.04979308654447","321.8991733877997"
"DEMO_UNIT_2026-02-09","DEMO_UNIT","2026-02-09","5","307.7","226.94146452659444","278.9850183544342","306.62117929922874"
"DEMO_UNIT_2026-02-09","DEMO_UNIT","2026-02-09","6","305.25","241.78658075268703","287.7120222220962","310.6332062096304"
"DEMO_UNIT_2026-02-09","DEMO_UNIT","2026-02-09","7","302.521","236.49528114421932","278.592066972237","301.33410894323237"
"DEMO_UNIT_2026-02-09","DEMO_UNIT","2026-02-09","8","305.2","231.84335268100475","277.2046949454613","309.4970721320826"
"DEMO_UNIT_2026-02-09","DEMO_UNIT","2026-02-09","9","300.0","265.4496517677991","294.1184084705845","325.8458967800766"
"DEMO_UNIT_2026-02-09","DEMO_UNIT","2026-02-09","10","300.0","214.38856372050043","265.29498256454485","306.07362187611795"
"DEMO_UNIT_2026-02-09","DEMO_UNIT","2026-02-09","11","300.0","227.42586398205","267.1985000216479","300.565567979265"
"DEMO_UNIT_2026-02-09","DEMO_UNIT","2026-02-09","12","307.5","238.81895803940637","275.77690847802484","303.2606605860053"
"DEMO_UNIT_2026-02-09","DEMO_UNIT","2026-02-09","13","310.0","230.35327939719855","277.13213375927376","300.7541350561727"
"DEMO_UNIT_2026-02-09","DEMO_UNIT","2026-02-09","14","320.0","231.79094438289684","278.98560793708367","335.4805812596269"
"DEMO_UNIT_2026-02-09","DEMO_UNIT","2026-02-09","15","340.5","238.7772186871913","287.8028322180881","344.78703146102964"
"DEMO_UNIT_2026-02-09","DEMO_UNIT","2026-02-09","16","355.0","253.65886512045657","305.243802242017","389.1759601206975"
"DEMO_UNIT_2026-02-09","DEMO_UNIT","2026-02-09","17","342.596","134.4554456410367","187.46785082972588","402.29592440558054"
"DEMO_UNIT_2026-02-09","DEMO_UNIT","2026-02-09","18","302.553","158.75373726941172","217.2596826633259","490.5400944810947"
