scenario_id,probability,residual_t01,residual_t02,residual_t03,residual_t04,residual_t05,residual_t06,residual_t07,residual_t08,residual_t09,residual_t10,residual_t11,residual_t12,residual_t13,residual_t14,residual_t15,residual_t16,residual_t17,residual_t18,residual_t19,residual_t20,residual_t21,residual_t22,residual_t23,residual_t24,residual_t25,residual_t26,residual_t27,residual_t28,residual_t29,residual_t30,residual_t31,residual_t32,residual_t33,residual_t34,residual_t35,residual_t36,residual_t37,residual_t38,residual_t39,residual_t40,residual_t41,residual_t42,residual_t43,residual_t44,residual_t45,residual_t46,residual_t47,residual_t48
11,0.13333333333333333,-7.0019836373579665,26.29921217820913,15.085717918861974,23.263533231477595,33.4590142580808,14.82661890372384,3.141372531478737,11.376050412653228,4.837356891958223,18.816556101008757,19.536780634307036,12.3353530966059,7.071209307487379,25.27855571207516,17.464759330693994,2.179963962110719,3.8894570083509734,0.4371301580574709,9.41589372556615,10.85434649945421,15.843435742036547,11.512738864081712,0.21587280752032711,15.7142648234136,18.910652182463707,13.289709901814433,17.817712800642028,10.112919993311891,21.8422768017125,13.32049522831079,1.7654472413892108,-0.009620411162586606,4.390383114539986,-5.0070045553357545,1.2901072954665551,-2.194228964431602,-12.947987893653135,-2.9771748498303054,-2.8358009122752605,-9.902950720923172,-6.171287259238625,-7.610358113498705,1.3931042402227831,6.461758672859901,4.653773372667615,-4.460461226577593,4.44728636894223,2.7789024997381944
12,0.022222222222222223,-16.69916377503722,13.767040405326497,3.4835063124527323,1.9352537862696408,-8.643370159683798,-3.3668795138108294,5.600377583169575,9.388455413320457,2.598317215843224,46.62456899996482,7.621701851911325,4.282305493991032,-1.8481028973837965e-07,4.2008936715229765,-0.21419551891909805,1.8394264873431325,9.565792460954924,21.484757962775404,-71.480814427025,-313.2436687899027,-164.52880512284764,-65.95294056816925,-298.0934292501884,-1.7944247934564714,-6.914995084968666,-3.458337276379325,-3.7084679144492156,-171.94627938857383,-75.7892574978876,-88.10301851435574,-4.235472401318702,17.133757583110366,22.97701595354164,30.175211568164116,13.681421083274302,2.4388820839157006,1.725536794907498,-12.843299673995489,2.3210101118543207,4.671856531127105,7.35458399410328,14.135660879389661,48.505490116912654,41.509235140924886,30.335494261886822,41.06537796137343,51.421794430094394,47.71537613776968
13,0.022222222222222223,-19.947177457362955,-73.94475287324968,-85.23739088290489,-84.8956021532482,-62.116558939715844,-25.92160186782479,-41.099630786788964,-51.20672909827755,-42.53960744148799,-52.40056788320635,-49.11805319835662,-63.30300055484332,-60.40741105178819,-94.68529824660266,-106.3764850205207,-133.79029680613246,-146.81290698076373,-107.88817951520224,-67.55194795039591,-63.86716440075401,-62.862693758527996,-39.47427943547308,-36.77871966291002,-54.95251475140532,-34.02339708455571,-43.314451366423725,-55.897332534718544,-46.134563823368524,-55.55199828648847,-92.79812893080901,-112.01261497136397,-115.3640358055589,-82.93334518453776,-139.1937351378989,-124.00226210347319,-105.1920536375664,-218.74944320580073,-180.50056096315132,-153.2889143961209,-124.82923029739015,-111.90108453814457,-115.88624656654497,-132.8323750627295,-122.41352640679344,-94.38145163183697,-59.006561067131486,-69.51406021721004,-67.68650563815191
14,0.022222222222222223,-3.5684121869247747,-9.22172972743499,-17.394385102890396,-8.207050153747673,-3.9420871080922097,6.3215753129952645e-06,18.547476257250423,20.435902341652877,11.312494333090285,28.844051345012588,25.061792335778648,27.810051627590894,14.803554636311219,10.983912760996816,9.70350112073777,18.2842288892561,-2.6361048890228176,-7.807808970708436,-15.315607694549328,-26.04507757919913,-16.423884829468307,-19.582160864282116,-16.732455560939457,-2.323645790463843,-1.0576733188827347e-05,4.56702948642959,13.449845684876777,-0.92796079119762,-18.01641841889682,-19.184762321180074,8.07106283367699,13.320442156399622,17.41350141904212,29.408974627916677,4.651422212004661,-7.3544370093952125,10.444435883742813,17.04697546265959,5.896174158282179,9.023384428216445,2.716459313166979,18.501998831873834,60.13177355671502,56.81133109866897,33.13762497916946,42.88709238308252,52.064924823431284,2.655660125583381e-06
15,0.044444444444444446,-11.996311423678321,-19.864913465136908,5.949069131271756,-15.300506061594035,-26.525521241131116,-30.12631310274145,-24.326988981983163,-31.43433572053584,-22.461932082129408,-31.0873923778002,-28.875641662467785,-29.812781411309004,-47.488268736254895,-44.565170015046874,-15.21886152918853,1.1392778744686893,283.8689729303792,229.6593614572172,65.66136453516998,178.56358723161833,-6.295176000821186,-10.183243631472749,-7.576138677029348,-26.592288334205477,-38.09117075126045,-35.42887033996885,-18.72048552786157,-5.1734505753933036,-6.474248987180658,6.091607450529125,2.523334144946091,25.11393369140751,318.9908725409081,163.92578725012635,81.09551483768445,309.9033882557418,285.857505489312,122.61062131685594,65.34765355161335,16.046937231073798,8.117575342901034,-16.447515122548452,5.911639573902562,14.392543599500073,-2.6779725155569736,2.2796713778916455e-06,110.58985942484009,-21.905575425595543
16,0.022222222222222223,-11.823437539717588,-38.523691959031396,-59.3125140787065,-62.390003703138575,-52.70035038591743,-49.8752235610761,-57.96089147379439,-49.8782304210161,-44.69627596131528,-39.827393117589224,-47.33440779545225,-43.71520606272162,-47.30668547375984,-41.71045123644154,-39.39141536255096,-32.586851755845714,92.25507308842032,55.849485601596086,29.3651589890992,21.93096363420034,28.117941493092587,18.424526306867108,-29.305888939682916,18.040638076910056,12.517709114061972,15.643755220354365,14.063335177383294,-33.700844358392146,23.47468585317381,27.72846538068893,34.905783376601505,45.37357402797096,51.1440419782906,50.74023547770082,37.165741462655774,-58.6128690510929,-55.601261122811934,-59.832734094003,-61.060488052974165,-52.736945430372714,-46.85105194097184,-56.22813112075664,-59.744866059318326,-59.662079090355974,-57.968734676631186,-59.93360625141793,-59.494084842481925,-49.23894338915045
17,0.022222222222222223,-4.0026013743486715,201.45479235766618,73.46601985493027,55.43758195300683,70.12635362137138,71.21119984374144,76.86111484996309,73.26688868642469,73.53733625123823,70.27909094076233,66.35725680185982,82.47220658347976,82.46347750869569,90.9945450535742,110.38274062618353,395.1409598180533,207.66181905752086,26.246442731974014,56.146164168104804,48.60906348956354,49.74575038827976,42.900587576287194,43.02544127199462,48.82824224449189,35.09369611204738,41.942014460054224,31.43731411801997,35.40318689176064,17.764638922033953,28.604258839954014,8.379649498911647,2.7548089897111936,7.380411168470516,22.511400260327207,31.941979532632786,54.36767288802997,62.594480767238736,43.97865895974002,68.55381248914767,72.59681306386432,69.14729281573875,63.038032366512766,94.40760616341703,117.01678985958318,85.52782674850442,139.44466324023853,133.74526387182357,88.4932650631107
18,0.022222222222222223,-15.429867332036679,-15.228770656677796,-16.616743887943244,-16.784582941621125,-16.889177212299614,-20.44367083968183,-18.30555639634798,-10.01932862149556,-14.657106582549773,-13.862417507789985,-9.307304397119992,-9.578429127576726,-14.386009954775773,-16.556305852234857,10.215364619154514,16.137991837252798,1.8339057386912145,-11.271928224078579,-7.49517991005888,-63.975273444730504,-182.45143951834393,-360.86151368375533,-451.7812117810983,-27.895446117974018,-78.02741252259264,-15.752322117279562,-16.540251943775104,-407.5550127675382,-102.45246912149054,-8.792555225688318,-16.162758829496227,13.027286886769389,32.64036666980951,1.421010183453916,-5.623950473758498,-9.049544390122662,-16.092844285555998,-34.243739503315965,-36.179373706425736,-31.792296767901803,-29.574525354967136,-28.975279293552774,-14.062342689672732,-11.632641768056601,-17.203397151171714,-14.606545768703597,-3.019895254798598,-6.735261408001406
19,0.044444444444444446,-21.206957263393008,66.89726988859519,41.556837900140636,19.5553559293582,21.429462706370884,24.197503277087435,1.595374273505513,-4.116163982803755,8.769063334237615,12.487976408954125,-5.303812697863293,2.0714493928153388e-05,19.929069436153952,58.39100657978469,66.54657903770197,308.20011553120605,487.66499044677715,56.41807283553811,86.20799135349779,48.63372255955767,32.4674189521952,16.376744018266493,20.773835071099597,15.271271284893487,29.64343099440606,12.056192556867359,67.72879209805029,29.73001762129263,12.357903487191209,9.196766986864816,14.45025918540091,77.6761320294342,49.50222417652418,12.529207380577589,6.840730323311448,24.899546746949113,23.643588136200492,37.461555058990484,32.51913405762309,35.8883241585512,27.401711910517406,56.92241082023895,38.02398888885813,23.525405570734165,14.499444068985042,12.974594514011926,53.804890908952814,23.207699183040802
20,0.044444444444444446,-7.781407418860908e-05,4.219453450705942,7.188798373397674,-5.811662107876828,-12.012076426417366,-17.446720918094968,-3.5030974190357824,14.158137853714095,20.070887795114004,1.0092771314634774,7.246497559518389,12.596883257534273,-44.667529915336615,-54.01930940506924,-50.3943470817469,-6.598233412086472,-10.031347395008083,35.285286565378954,18.25830974886219,22.001597605155837,22.352303089154645,57.38624078031245,58.37438634364537,76.01263083010798,-7.822982746904813,-5.22730944457993,8.903151274173126,-9.150369913433508,-33.424761541295254,-47.969100464728,-36.83359529021368,-36.116015643619676,-39.93098622687012,-36.11943020881279,-48.66022642370473,-37.46331853998345,-41.993091745465904,-40.27073850013369,-58.87913182635032,-55.70600381608682,-49.7461884181057,-38.5706457729803,-39.49161912056678,-48.19491345208996,-63.268238074245915,-63.36855594035353,-29.60357968862246,-29.27074508313399
